id,fecha,franja_hora,gravedad,sexo,edad,vehiculo_1,vehiculo_2,direccion_normalizada,tipo_calle,comuna,latitud,longitud
LC-2020-0508229,2020-09-06,8,LEVE - SIN LESIONES,M,42,AUTOMOVIL,AUTOMOVIL,HUMBERTO 1Â° y MATHEU,CALLE,3,-34.622081007371,-58.399575430274
LC-2020-0508640,2020-09-06,20,LEVE - SIN LESIONES,M,40,MOTO,SD,DIRECTORIO AV. y CRAIG,AVENIDA,6,-34.628157200261,-58.434764537233
LC-2020-0508644,2020-09-06,20,LEVE - SIN LESIONES,F,48,MOTO,SD,SD,SD,10,-34.634075,-58.482937
LC-2020-0508162,2020-09-06,4,LEVE - SIN LESIONES,M,19,AUTOMOVIL,AUTOMOVIL,"GALLARDO, ANGEL AV. 80",SD,SD,SD,SD
LC-2020-0509009,2020-09-07,6,LEVE - SIN LESIONES,M,21,MOTO,AUTOMOVIL,"CORDOBA AV. y PELLEGRINI, CARLOS",AVENIDA,1,-34.599030525176,-58.381253722840
LC-2020-0509387,2020-09-07,12,LEVE - SIN LESIONES,F,44,MOTO,SD,"SAN MARTIN AV. y REPETTO, NICOLAS, DR.",AVENIDA,15,-34.606414294915,-58.451050756215
LC-2020-0509674,2020-09-07,16,LEVE - SIN LESIONES,M,30,MOTO,AUTOMOVIL,"ASUNCION y CALDERON DE LA BARCA, PEDRO",CALLE,11,-34.610664385256,-58.526481111149
LC-2020-0509865,2020-09-07,16,LEVE - SIN LESIONES,M,20,MOTO,SD,FINOCHIETTO ENRIQUE DR. y HERRERA,CALLE,1,-34.632209901522,-58.379513711237
LC-2020-0509865,2020-09-07,16,LEVE - SIN LESIONES,M,73,MOTO,SD,FINOCHIETTO ENRIQUE DR. y HERRERA,CALLE,1,-34.632209901522,-58.379513711237
LC-2020-0509902,2020-09-07,16,LEVE - SIN LESIONES,F,47,MOTO,AUTOMOVIL,9 DE JULIO AV. y RIVADAVIA AV.,AVENIDA,1,-34.608426700878,-58.381570494457
LC-2020-0509958,2020-09-07,16,LEVE - SIN LESIONES,M,22,MOTO,AUTOMOVIL,AQUINO 5100,CALLE,8,-34.670606112177,-58.472141370043
LC-2020-0510108,2020-09-07,19,LEVE - SIN LESIONES,M,16,PEATON,TRANSPORTE PUBLICO,ROJAS 60,CALLE,6,-34.619777132937,-58.441988185474
LC-2020-0510238,2020-09-07,21,LEVE - SIN LESIONES,F,28,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,DIRECTORIO AV. y LACARRA,AVENIDA,9,-34.641301998400,-58.479928209407
LC-2020-0510238,2020-09-07,21,LEVE - SIN LESIONES,M,42,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,DIRECTORIO AV. y LACARRA,AVENIDA,9,-34.641301998400,-58.479928209407
LC-2020-0510562,2020-09-08,9,LEVE - SIN LESIONES,M,52,AUTOMOVIL,AUTOMOVIL,"CABRED, DOMINGO, DR. y EINSTEIN, ALBERTO",CALLE,4,-34.655433121656,-58.410608321176
LC-2020-0510686,2020-09-08,10,LEVE - SIN LESIONES,M,30,AUTOMOVIL,AUTOMOVIL,ALVAREZ THOMAS AV. y ESTOMBA,AVENIDA,15,-34.578708381185,-58.464644321310
LC-2020-0510711,2020-09-08,19,LEVE - SIN LESIONES,M,48,PEATON,MOTO,"NEWBERY, JORGE y CIUDAD DE LA PAZ",CALLE,13,-34.573798338491,-58.442421871163
LC-2020-0510872,2020-09-08,11,LEVE - SIN LESIONES,M,49,MOTO,AUTOMOVIL,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",GRAL PAZ,12,-34.56919739421,-58.509930461176
LC-2020-0510950,2020-09-08,12,LEVE - SIN LESIONES,M,43,MOTO,MOTO,11 DE SEPTIEMBRE DE 1888 4100,CALLE,13,-34.541951911593,-58.464346070435
LC-2020-0511017,2020-09-08,12,LEVE - SIN LESIONES,M,27,MOTO,SD,"JUSTO, JUAN B. AV. 9135",AVENIDA,10,-34.632829120532,-58.517466729642
LC-2020-0511136,2020-09-08,14,LEVE - SIN LESIONES,F,26,MOTO,AUTOMOVIL,"SCALABRINI ORTIZ, RAUL AV. y CORDOBA AV.",AVENIDA,15,-34.594301955974,-58.430061297390
LC-2020-0511147,2020-09-08,16,LEVE - SIN LESIONES,M,26,MOTO,AUTOMOVIL,"FIGUEROA ALCORTA, PRES. AV. 3001",AVENIDA,14,-34.580515296077,-58.398066818319
LC-2020-0511386,2020-09-08,17,LEVE - SIN LESIONES,M,32,MOTO,AUTOMOVIL,LAS HERAS GENERAL AV. y BILLINGHURST,AVENIDA,14,-34.58344232486,-58.404029641478
LC-2020-0511727,2020-09-08,19,LEVE - SIN LESIONES,F,52,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. y NOGOYA",GRAL PAZ,10,-34.627035000145,-58.529807582806
LC-2020-0511759,2020-09-08,21,LEVE - SIN LESIONES,M,24,MOTO,TRANSPORTE PUBLICO,REPUBLICA BOLIVARIANA DE VENEZUELA y SALTA,CALLE,1,-34.614388669541,-58.383115712714
LC-2020-0511849,2020-09-09,0,LEVE - SIN LESIONES,M,20,SD,SD,RIESTRA AV. y EL CEIBO,AVENIDA,7,-34.645214446414,-58.432619475515
LC-2020-0511931,2020-09-09,22,LEVE - SIN LESIONES,F,28,PEATON,AUTOMOVIL,"BELGRANO AV. y CEVALLOS, VIRREY",AVENIDA,1,-34.613637287010,-58.388954149848
LC-2020-0511950,2020-09-09,2,LEVE - SIN LESIONES,M,28,MOTO,AUTOMOVIL,GAONA AV. y CHIVILCOY,AVENIDA,10,-34.62571499091,-58.485382943184
LC-2020-0512208,2020-09-09,8,LEVE - SIN LESIONES,M,30,PEATON,AUTOMOVIL,DE LOS CONSTITUYENTES AV. 2985,AVENIDA,15,-34.592173646913,-58.475959656602
LC-2020-0512219,2020-09-09,8,LEVE - SIN LESIONES,M,40,PEATON,AUTOMOVIL,ARENALES 2708,CALLE,2,-34.592587216332,-58.404415096236
LC-2020-0512889,2020-09-09,14,LEVE - SIN LESIONES,M,64,PEATON,MOTO,DEL LIBERTADOR AV. y DORREGO AV.,AVENIDA,14,-34.570822981848,-58.424077262795
LC-2020-0512889,2020-09-09,14,LEVE - SIN LESIONES,F,54,PEATON,MOTO,DEL LIBERTADOR AV. y DORREGO AV.,AVENIDA,14,-34.570822981848,-58.424077262795
LC-2020-0513041,2020-09-09,17,LEVE - SIN LESIONES,M,37,SD,SD,SAN BLAS y CORTINA,CALLE,10,-34.631725118463,-58.510100298169
LC-2020-0513184,2020-09-09,17,LEVE - SIN LESIONES,F,16,SD,SD,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 6290",AVENIDA,8,-34.686230219064,-58.473559718493
LC-2020-0513216,2020-09-09,16,LEVE - SIN LESIONES,M,54,MOTO,SD,MOSCONI GENERAL AV. y CHIVILCOY AV.,AVENIDA,11,-34.594977382766,-58.516340145321
LC-2020-0513262,2020-09-09,17,LEVE - SIN LESIONES,M,31,MOTO,SD,LINIERS VIRREY y COCHABAMBA,CALLE,5,-34.626664838579,-58.413440573199
LC-2020-0513320,2020-09-09,17,GRAVE,M,41,AUTOMOVIL,AUTOMOVIL,PIRAN y ZADO,CALLE,12,-34.570383654489,-58.504533778782
LC-2020-0513320,2020-09-09,17,GRAVE,F,56,AUTOMOVIL,AUTOMOVIL,PIRAN y ZADO,CALLE,12,-34.570383654489,-58.504533778782
LC-2020-0513320,2020-09-09,17,GRAVE,M,30,AUTOMOVIL,AUTOMOVIL,PIRAN y ZADO,CALLE,12,-34.570383654489,-58.504533778782
LC-2020-0513611,2020-09-10,0,LEVE - SIN LESIONES,M,41,SD,SD,SAENZ AV. 1440,AVENIDA,4,-34.658088079581,-58.416109245407
LC-2020-0513862,2020-09-10,9,LEVE - SIN LESIONES,M,25,MOTO,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2020-0513879,2020-09-10,7,LEVE - SIN LESIONES,M,49,SD,SD,CONSTITUCION y JUJUY AV.,CALLE,3,-34.626388916264,-58.401576696021
LC-2020-0513962,2020-09-10,7,LEVE - SIN LESIONES,F,37,PEATON,AUTOMOVIL,9 DE JULIO AV. y SAN JUAN AV.,AVENIDA,1,-34.622149537067,-58.380998330204
LC-2020-0514167,2020-09-10,10,LEVE - SIN LESIONES,F,87,PEATON,AUTOMOVIL,CORRIENTES AV. y GASCON,AVENIDA,5,-34.602861871937,-58.424104927026
LC-2020-0514477,2020-09-10,13,LEVE - SIN LESIONES,M,57,MOTO,AUTOMOVIL,AMENABAR y ROOSEVELT FRANKLIN D.,CALLE,13,-34.558652688226,-58.462413277512
LC-2020-0514596,2020-09-10,14,LEVE - SIN LESIONES,F,82,SD,SD,"RIVADAVIA AV. y MARMOL, JOSE",AVENIDA,5,-34.613711946969,-58.426105275157
LC-2020-0514779,2020-09-10,15,LEVE - SIN LESIONES,F,59,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRIUNVIRATO AV. 4836,AVENIDA,12,-34.573524100282,-58.487680946462
LC-2020-0514779,2020-09-10,15,LEVE - SIN LESIONES,M,76,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRIUNVIRATO AV. 4836,AVENIDA,12,-34.573524100282,-58.487680946462
LC-2020-0515040,2020-09-10,18,LEVE - SIN LESIONES,M,29,MOTO,AUTOMOVIL,"RODO, JOSE E. 4700",CALLE,9,-34.646938139191,-58.489998317076
LC-2020-0515146,2020-09-10,17,LEVE - SIN LESIONES,F,4,PEATON,MOTO,HUMBERTO 1Â° 1670,CALLE,1,-34.621623017591,-58.389607039365
LC-2020-0514005,2020-09-10,13,LEVE - SIN LESIONES,M,21,MOTO,SD,SD,SD,SD,SD,SD
LC-2020-0514850,2020-09-10,18,GRAVE,M,40,MOTO,TRANSPORTE PUBLICO,"SANTA FE AV. y BORGES, JORGE LUIS",SD,SD,SD,SD
LC-2020-0515275,2020-09-11,23,LEVE - SIN LESIONES,M,39,MOTO,AUTOMOVIL,DE LOS CONSTITUYENTES AV. y JURAMENTO,AVENIDA,12,-34.582881158948,-58.491041816531
LC-2020-0515488,2020-09-11,8,LEVE - SIN LESIONES,F,35,MOTO,AUTOMOVIL,MACHAIN y ARIAS,CALLE,12,-34.550961345869,-58.492797688967
LC-2020-0515537,2020-09-11,8,LEVE - SIN LESIONES,M,31,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. 5100",GRAL PAZ,12,-34.571502588310,-58.509501864040
LC-2020-0515713,2020-09-11,9,LEVE - SIN LESIONES,M,33,MOTO,AUTOMOVIL,"PARANA y ALVEAR, MARCELO T. DE",CALLE,2,-34.597118622274,-58.388301628263
LC-2020-0515926,2020-09-11,17,LEVE - SIN LESIONES,M,32,MOTO,AUTOMOVIL,9 DE JULIO AV. e INDEPENDENCIA AV.,AVENIDA,1,-34.617653238781,-58.381136675759
LC-2020-0516022,2020-09-11,12,LEVE - SIN LESIONES,M,30,MOTO,SD,MAZA y AGRELO,CALLE,5,-34.618383885053,-58.415344009313
LC-2020-0516263,2020-09-11,13,LEVE - SIN LESIONES,F,28,MOTO,SD,MAZA 957,CALLE,5,-34.623037614258,-58.415088282813
LC-2020-0516267,2020-09-11,15,LEVE - SIN LESIONES,M,37,PEATON,AUTOMOVIL,SEGUROLA AV. 472,AVENIDA,10,-34.630007957216,-58.487637708537
LC-2020-0516322,2020-09-11,15,LEVE - SIN LESIONES,M,62,MOTO,AUTOMOVIL,DIRECTORIO AV. 4282,AVENIDA,9,-34.645158793623,-58.484113815739
LC-2020-0516362,2020-09-11,16,LEVE - SIN LESIONES,M,26,MOTO,AUTOMOVIL,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,AVENIDA,14,-34.581292464096,-58.403673215587
LC-2020-0516385,2020-09-11,21,LEVE - SIN LESIONES,M,31,MOTO,AUTOMOVIL,"MADERO, EDUARDO AV. 200",AVENIDA,1,-34.605240331776,-58.368136881183
LC-2020-0516428,2020-09-11,16,LEVE - SIN LESIONES,F,41,TRANSPORTE PUBLICO,AUTOMOVIL,"PAZ, GRAL. AV. 15450",GRAL PAZ,8,-34.684510609958,-58.487044149704
LC-2020-0516428,2020-09-11,16,LEVE - SIN LESIONES,F,27,TRANSPORTE PUBLICO,AUTOMOVIL,"PAZ, GRAL. AV. 15450",GRAL PAZ,8,-34.684510609958,-58.487044149704
LC-2020-0516428,2020-09-11,16,LEVE - SIN LESIONES,M,24,TRANSPORTE PUBLICO,AUTOMOVIL,"PAZ, GRAL. AV. 15450",GRAL PAZ,8,-34.684510609958,-58.487044149704
LC-2020-0516428,2020-09-11,16,LEVE - SIN LESIONES,F,29,TRANSPORTE PUBLICO,AUTOMOVIL,"PAZ, GRAL. AV. 15450",GRAL PAZ,8,-34.684510609958,-58.487044149704
LC-2020-0516590,2020-09-11,19,LEVE - SIN LESIONES,M,48,MOTO,AUTOMOVIL,"PAZ, GRAL. AV. y SUAREZ, JUSTO ANTONIO",GRAL PAZ,9,-34.671351502890,-58.505109065728
LC-2020-0516726,2020-09-11,23,LEVE - SIN LESIONES,M,45,TRANSPORTE PUBLICO,AUTOMOVIL,"PAZ, GRAL. AV. y TABARE",GRAL PAZ,8,-34.694590398943,-58.474336328790
LC-2020-0516241,2020-09-11,13,LEVE - SIN LESIONES,F,54,PEATON,MOTO,MONROE AV. y SUPERI,SD,SD,SD,SD
LC-2020-0517048,2020-09-12,7,LEVE - SIN LESIONES,M,58,AUTOMOVIL,AUTOMOVIL,SD,SD,4,-34.656481,-58.374077
LC-2020-0517106,2020-09-12,9,LEVE - SIN LESIONES,M,39,PEATON,AUTOMOVIL,"PAZ, GRAL. AV. 5445",GRAL PAZ,12,-34.575174610514,-58.512356565171
LC-2020-0517315,2020-09-12,12,LEVE - SIN LESIONES,M,22,MOTO,AUTOMOVIL,RIESTRA AV. y OLIDEN,AVENIDA,8,-34.676359097907,-58.474414549484
LC-2020-0517322,2020-09-12,20,LEVE - SIN LESIONES,M,23,MOTO,AUTOMOVIL,DOBLAS y VERNET AV.,CALLE,7,-34.632813909192,-58.428173287251
LC-2020-0517428,2020-09-12,14,LEVE - SIN LESIONES,M,64,AUTOMOVIL,AUTOMOVIL,"SASTRE, MARCOS 2700",CALLE,11,-34.602253507911,-58.485660931781
LC-2020-0517444,2020-09-12,14,LEVE - SIN LESIONES,M,53,AUTOMOVIL,AUTOMOVIL,"PEDRAZA, MANUELA y ANDONAEGUI",CALLE,12,-34.567496064034,-58.496942366229
LC-2020-0517612,2020-09-12,18,LEVE - SIN LESIONES,M,42,AUTOMOVIL,AUTOMOVIL,LARRAYA y RIESTRA AV.,AVENIDA,8,-34.674363351061,-58.472294516246
LC-2020-0517618,2020-09-12,17,LEVE - SIN LESIONES,M,20,MOTO,AUTOMOVIL,"24 DE NOVIEMBRE y GARAY, JUAN DE AV.",AVENIDA,3,-34.629887094414,-58.409871351756
LC-2020-0517618,2020-09-12,17,LEVE - SIN LESIONES,M,21,MOTO,AUTOMOVIL,"24 DE NOVIEMBRE y GARAY, JUAN DE AV.",AVENIDA,3,-34.629887094414,-58.409871351756
LC-2020-0517653,2020-09-12,19,LEVE - SIN LESIONES,M,52,MOTO,AUTOMOVIL,CASTAÃ‘ARES AV. 2150,AVENIDA,7,-34.643333751934,-58.444537479191
LC-2020-0517692,2020-09-12,19,LEVE - SIN LESIONES,M,34,MOTO,SD,DIAZ VELEZ AV. 3500,AVENIDA,5,-34.608714372562,-58.416015135170
LC-2020-0517728,2020-09-12,20,LEVE - SIN LESIONES,F,43,AUTOMOVIL,AUTOMOVIL,"SARAZA y LEGUIZAMON, MARTINIANO",CALLE,8,-34.673213325126,-58.482299811231
LC-2020-0517808,2020-09-13,22,LEVE - SIN LESIONES,F,21,AUTOMOVIL,SD,"LEGUIZAMON, MARTINIANO y BARROS PAZOS, JOSE",CALLE,8,-34.680955275255,-58.472229929386
LC-2020-0517824,2020-09-13,22,LEVE - SIN LESIONES,M,28,MOTO,AUTOMOVIL,LAPRIDA y FRENCH,CALLE,2,-34.589292147868,-58.401896473871
LC-2020-0517910,2020-09-13,1,LEVE - SIN LESIONES,F,51,PEATON,SD,PLUMERILLO y LACARRA AV.,AVENIDA,8,-34.663155635464,-58.452587623716
LC-2020-0518302,2020-09-13,15,LEVE - SIN LESIONES,M,34,SD,SD,SD,SD,7,-34.643893,-58.454117
LC-2020-0518302,2020-09-13,15,LEVE - SIN LESIONES,M,28,SD,SD,SD,SD,7,-34.643893,-58.454117
LC-2020-0518395,2020-09-13,17,LEVE - SIN LESIONES,M,33,AUTOMOVIL,SD,"DE LA TORRE, LISANDRO y SCHMIDL, ULRICO",CALLE,9,-34.652324607732,-58.513249264118
LC-2020-0518566,2020-09-13,22,LEVE - SIN LESIONES,M,24,AUTOMOVIL,SD,LAFUENTE AV. 1200,AVENIDA,7,-34.644354707164,-58.460512236880
LC-2020-0518632,2020-09-14,0,LEVE - SIN LESIONES,M,33,MOTO,AUTOMOVIL,CORRIENTES AV. y DORREGO AV.,AVENIDA,15,-34.591702401150,-58.447599660597
LC-2020-0518632,2020-09-14,0,LEVE - SIN LESIONES,M,22,MOTO,AUTOMOVIL,CORRIENTES AV. y DORREGO AV.,AVENIDA,15,-34.591702401150,-58.447599660597
LC-2020-0518642,2020-09-14,23,LEVE - SIN LESIONES,F,31,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",GRAL PAZ,12,-34.56919739421,-58.509930461176
LC-2020-0518642,2020-09-14,23,LEVE - SIN LESIONES,M,37,AUTOMOVIL,AUTOMOVIL,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",GRAL PAZ,12,-34.56919739421,-58.509930461176
LC-2020-0518651,2020-09-14,23,LEVE - SIN LESIONES,M,35,AUTOMOVIL,AUTOMOVIL,RIVADAVIA AV. 3984,AVENIDA,5,-34.612121552279,-58.422047896776
LC-2020-0518760,2020-09-14,6,LEVE - SIN LESIONES,M,32,MOTO,AUTOMOVIL,"ALBERDI, JUAN BAUTISTA AV. y MEMBRILLAR",AVENIDA,7,-34.630763903857,-58.460085208607
LC-2020-0518822,2020-09-14,19,LEVE - SIN LESIONES,M,32,MOTO,MOTO,LA PAMPA y DE LOS CONSTITUYENTES AV.,CALLE,15,-34.584818304316,-58.488792988689
LC-2020-0518875,2020-09-14,7,LEVE - SIN LESIONES,F,23,MOTO,SD,"DELLEPIANE, LUIS, TTE. GRAL. y MOZART",AVENIDA,9,-34.658071671249,-58.471046609689
LC-2020-0518983,2020-09-14,8,LEVE - SIN LESIONES,M,27,PEATON,MOTO,INDEPENDENCIA AV. y COMBATE DE LOS POZOS,AVENIDA,3,-34.618233028865,-58.393202061241
LC-2020-0519137,2020-09-14,12,GRAVE,M,20,BICICLETA,TRANSPORTE PUBLICO,DIAZ VELEZ AV. 4774,AVENIDA,6,-34.608920128700,-58.433834832978
LC-2020-0519144,2020-09-14,12,LEVE - SIN LESIONES,M,67,PEATON,AUTOMOVIL,MOLINA y ERCILLA,CALLE,9,-34.656232120358,-58.520114463263
LC-2020-0519147,2020-09-14,11,LEVE - SIN LESIONES,M,66,PEATON,TRANSPORTE PUBLICO,"CRUZ, OSVALDO AV. 1930",AVENIDA,4,-34.651718879341,-58.373012745708
LC-2020-0519153,2020-09-14,12,LEVE - SIN LESIONES,M,34,MOTO,AUTOMOVIL,AVELLANEDA AV. y GRANADEROS,AVENIDA,7,-34.623005954609,-58.461202410155
LC-2020-0519238,2020-09-14,12,LEVE - SIN LESIONES,F,31,MOTO,MOTO,JURAMENTO 4500,CALLE,12,-34.574134786673,-58.476796500916
LC-2020-0519270,2020-09-14,12,LEVE - SIN LESIONES,M,26,MOTO,SD,"ALVAREZ, CRISOSTOMO y LAFUENTE AV.",CALLE,7,-34.646455409379,-58.458630287053
LC-2020-0519271,2020-09-14,14,LEVE - SIN LESIONES,M,33,MOTO,AUTOMOVIL,"MORENO, PERITO AV. y SAENZ AV.",AVENIDA,4,-34.649702127573,-58.416446667651
LC-2020-0519379,2020-09-14,12,LEVE - SIN LESIONES,M,20,AUTOMOVIL,AUTOMOVIL,EREZCANO AV. y 27 DE FEBRERO AV.,AVENIDA,4,-34.660051712976,-58.420403523468
LC-2020-0519491,2020-09-14,14,LEVE - SIN LESIONES,M,64,PEATON,AUTOMOVIL,"MANSILLA, LUCIO NORBERTO, GENERAL y DIAZ, CNEL. AV.",AVENIDA,14,-34.592319273550,-58.412880415918
LC-2020-0519694,2020-09-14,16,LEVE - SIN LESIONES,M,40,MOTO,AUTOMOVIL,HUMBOLDT 337,CALLE,15,-34.595632944768,-58.448587744852
LC-2020-0519730,2020-09-14,12,LEVE - SIN LESIONES,M,35,AUTOMOVIL,AUTOMOVIL,GALICIA y TERRADA,CALLE,11,-34.617790459170,-58.474567391364
LC-2020-0519731,2020-09-14,17,LEVE - SIN LESIONES,M,26,MOTO,AUTOMOVIL,SD,SD,SD,SD,SD
LC-2020-0519855,2020-09-14,17,LEVE - SIN LESIONES,M,22,MOTO,AUTOMOVIL,SAN NICOLAS y GAONA AV.,AVENIDA,11,-34.624229093109,-58.481786703408
LC-2020-0519858,2020-09-14,22,LEVE - SIN LESIONES,M,43,PEATON,AUTOMOVIL,AUSTRIA 2244,CALLE,2,-34.586776191572,-58.402663787586
LC-2020-0519891,2020-09-14,16,LEVE - SIN LESIONES,M,51,AUTOMOVIL,AUTOMOVIL,"JUSTO, JUAN B. AV. 8500",AVENIDA,10,-34.634770517599,-58.508304034523
LC-2020-0519995,2020-09-14,20,LEVE - SIN LESIONES,F,40,MOTO,AUTOMOVIL,"PERON, JUAN DOMINGO, TTE. GENERAL y BULNES",CALLE,5,-34.606778916174,-58.418616672435
LC-2020-0520178,2020-09-15,21,LEVE - SIN LESIONES,M,26,AUTOMOVIL,AUTOMOVIL,"JANER, ANA MARIA y TORRES Y TENORIO, PRES.",CALLE,7,-34.648141464051,-58.436443436201
LC-2020-0520178,2020-09-15,21,LEVE - SIN LESIONES,M,29,AUTOMOVIL,AUTOMOVIL,"JANER, ANA MARIA y TORRES Y TENORIO, PRES.",CALLE,7,-34.648141464051,-58.436443436201
LC-2020-0520299,2020-09-15,11,LEVE - SIN LESIONES,F,22,MOTO,OTRO,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",GRAL PAZ,11,-34.597987549082,-58.523406142793
LC-2020-0520314,2020-09-15,6,LEVE - SIN LESIONES,M,23,MOTO,SD,SAN MARTIN AV. y CHORROARIN,AVENIDA,15,-34.599670650896,-58.478830996805
LC-2020-0520466,2020-09-15,9,LEVE - SIN LESIONES,M,33,MOTO,AUTOMOVIL,"GAVILAN y GARCIA, JUAN AGUSTIN",CALLE,11,-34.605872707203,-58.473592876595
LC-2020-0520541,2020-09-15,9,LEVE - SIN LESIONES,M,21,MOTO,MOTO,"GAONA AV. y GONZALEZ, JOAQUIN V.",AVENIDA,11,-34.624629019612,-58.482742025844
LC-2020-0520962,2020-09-15,11,LEVE - SIN LESIONES,M,23,MOTO,AUTOMOVIL,INDEPENDENCIA AV. 1986,AVENIDA,3,-34.618470301910,-58.394272079156
LC-2020-0521239,2020-09-15,16,LEVE - SIN LESIONES,M,36,MOTO,TRANSPORTE PUBLICO,LASCANO y ESTADO PLURINACIONAL DE BOLIVIA,CALLE,11,-34.604975484717,-58.481148516980
LC-2020-0521862,2020-09-15,21,LEVE - SIN LESIONES,M,35,MOTO,AUTOMOVIL,"TONELERO y PAZ, GRAL. AV.",CALLE,9,-34.654229179843,-58.529311419102
LC-2020-0521871,2020-09-15,21,LEVE - SIN LESIONES,M,40,AUTOMOVIL,AUTOMOVIL,DE LOS CONSTITUYENTES AV. 4480,AVENIDA,12,-34.582530029262,-58.491750926246
LC-2020-0521898,2020-09-16,22,LEVE - SIN LESIONES,M,21,MOTO,AUTOMOVIL,"PUEYRREDON, HONORIO, DR. AV. y ESCALADA DE SAN MARTIN, R.",AVENIDA,15,-34.601048112329,-58.451269580834
LC-2020-0521911,2020-09-16,23,LEVE - SIN LESIONES,M,22,MOTO,AUTOMOVIL,"OLIVERA AV. y PERON, EVA AV.",AVENIDA,9,-34.657776010792,-58.478721066078
LC-2020-0522104,2020-09-16,7,LEVE - SIN LESIONES,F,46,MOTO,AUTOMOVIL,"GAONA AV. y LAMAS, ANDRES",AVENIDA,11,-34.61523249568,-58.463030403451
LC-2020-0522182,2020-09-16,8,LEVE - SIN LESIONES,M,41,AUTOMOVIL,SD,"MORENO, JOSE MARIA AV. y SARAZA",AVENIDA,7,-34.638120818056,-58.431885417265
LC-2020-0522195,2020-09-16,8,LEVE - SIN LESIONES,F,46,AUTOMOVIL,SD,RIVADAVIA AV. y YAPEYU,AVENIDA,5,-34.612074895718,-58.422404638105
LC-2020-0522222,2020-09-16,9,GRAVE,M,71,PEATON,SD,"NAZCA AV. y GARCIA, JUAN AGUSTIN",AVENIDA,11,-34.610407090749,-58.482220929239
LC-2020-0522360,2020-09-16,9,LEVE - SIN LESIONES,M,31,PEATON,TRANSPORTE PUBLICO,RECONQUISTA 514,CALLE,1,-34.601874729814,-58.372753407572
LC-2020-0522362,2020-09-16,9,LEVE - SIN LESIONES,M,37,SD,SD,CALLAO AV. 114,AVENIDA,3,-34.607821630751,-58.392265922943
LC-2020-0522629,2020-09-16,12,LEVE - SIN LESIONES,M,19,MOTO,AUTOMOVIL,BELGRANO AV. y SALTA,AVENIDA,1,-34.613232807534,-58.383219889690
LC-2020-0522793,2020-09-16,7,LEVE - SIN LESIONES,F,31,MOTO,AUTOMOVIL,DE LOS CONSTITUYENTES AV. 3800,AVENIDA,15,-34.587017556227,-58.486965458434
LC-2020-0522824,2020-09-16,15,LEVE - SIN LESIONES,M,33,SD,SD,MENDOZA 2263,CALLE,13,-34.560145256491,-58.456285783700
LC-2020-0522947,2020-09-16,14,LEVE - SIN LESIONES,M,22,MOTO,SD,PRIMERA JUNTA y OLIVERA AV.,CALLE,9,-34.656203983933,-58.479611005387
LC-2020-0523118,2020-09-16,16,GRAVE,F,51,AUTOMOVIL,TRANSPORTE PUBLICO,"HERNANDARIAS y VALLE, ARISTOBULO DEL",CALLE,4,-34.635374408154,-58.368324602183
LC-2020-0523159,2020-09-16,16,LEVE - SIN LESIONES,M,23,SD,SD,DIRECTORIO AV. 2326,AVENIDA,7,-34.633278409415,-58.459402219867
LC-2020-0523202,2020-09-16,11,LEVE - SIN LESIONES,M,30,MOTO,AUTOMOVIL,"LOYOLA y ALVAREZ, JULIAN",CALLE,15,-34.598658212304,-58.432994715935
LC-2020-0523237,2020-09-16,17,LEVE - SIN LESIONES,M,52,MOTO,AUTOMOVIL,"PUEYRREDON, HONORIO, DR. AV. y ESCALADA DE SAN MARTIN, R.",AVENIDA,15,-34.601048112329,-58.451269580834
LC-2020-0523252,2020-09-16,16,LEVE - SIN LESIONES,M,29,MOTO,AUTOMOVIL,INDEPENDENCIA AV. 2165,AVENIDA,3,-34.618252650813,-58.396988454186
LC-2020-0523270,2020-09-16,17,LEVE - SIN LESIONES,M,40,MOTO,MOTO,ALVAREZ THOMAS AV. y ELCANO AV.,AVENIDA,15,-34.578294757671,-58.460528353503
LC-2020-0523270,2020-09-16,17,LEVE - SIN LESIONES,M,27,MOTO,MOTO,ALVAREZ THOMAS AV. y ELCANO AV.,AVENIDA,15,-34.578294757671,-58.460528353503
LC-2020-0523270,2020-09-16,17,LEVE - SIN LESIONES,F,24,MOTO,MOTO,ALVAREZ THOMAS AV. y ELCANO AV.,AVENIDA,15,-34.578294757671,-58.460528353503
LC-2020-0523334,2020-09-16,18,LEVE - SIN LESIONES,M,42,AUTOMOVIL,OTRO,CHASCOMUS y GUARDIA NACIONAL,CALLE,9,-34.649420087425,-58.491151052407
